Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,AdjClose,DeltaAdjClose2,SigmaAdjClose2,DeltaAdjClose4,SigmaAdjClose4,DeltaAdjClose7,SigmaAdjClose7,DeltaAdjClose14,SigmaAdjClose14,DeltaAdjClose30,SigmaAdjClose30,logVolume,DiffOverDay,DaysFromStart,ArticleCount2,ArticleCount4,ArticleCount7,ArticleCount14,ArticleCount30
2020-01-16 05:00:00+00:00,72.27249908447266,72.53500366210938,72.0,72.50800323486328,26080000,0.0,0.0,72.50800323486328,0.548004150390625,0.38749745085958354,0.506500244140625,0.4004318183888975,1.0600051879882812,0.4256121775770965,4.4320068359375,1.3464472584134843,4.074005126953125,1.4691312353448815,7.416307587059882,0.235504150390625,14,1.0,1.0,1.0,2.0,8.0
2020-01-17 05:00:00+00:00,73.12699890136719,74.02749633789062,72.82749938964844,73.97599792480469,52424000,0.0,0.0,73.97599792480469,1.4679946899414062,1.0380290000034116,2.4464950561523438,1.0664464473603474,1.9744949340820312,0.9494044378595514,4.0854949951171875,1.2917537068545293,5.541999816894531,1.7027764943382997,7.719530154948083,0.8489990234375,15,0.0,0.0,0.0,1.0,7.0
2020-01-21 05:00:00+00:00,73.94999694824219,74.49400329589844,73.510498046875,74.11250305175781,48930000,0.0,0.0,74.11250305175781,0.0,,0.0,,2.1525039672851562,1.0702762464288824,3.860504150390625,1.2826979389490796,5.678504943847656,1.8576443689562943,7.689575215759938,0.162506103515625,19,0.0,1.0,1.0,4.0,8.0
2020-01-22 05:00:00+00:00,74.48650360107422,75.02899932861328,74.13300323486328,74.19349670410156,28458000,0.0,0.0,74.19349670410156,0.08099365234375,0.05727116080533133,0.08099365234375,0.05727116080533133,1.6854934692382812,0.7980609650561097,3.2039947509765625,1.2505850392690598,5.759498596191406,1.9615288362534238,7.454204375035515,-0.29300689697265625,20,0.0,1.0,1.0,5.0,9.0
2020-01-23 05:00:00+00:00,74.37750244140625,74.67500305175781,74.01599884033203,74.2344970703125,26650000,0.0,0.0,74.2344970703125,0.0410003662109375,0.0289916369788857,0.1219940185546875,0.062079978404922444,0.2584991455078125,0.11397540641905599,2.7864990234375,1.2201953346792502,5.800498962402344,2.030086316733192,7.425697213362591,-0.14300537109375,21,1.0,1.0,1.0,5.0,10.0
2020-01-24 05:00:00+00:00,74.64099884033203,74.70999908447266,73.15899658203125,73.30850219726562,29786000,0.0,0.0,73.30850219726562,-0.925994873046875,0.6547772540754215,-0.8040008544921875,0.43876936788928683,-0.8040008544921875,0.43876936788926285,1.3069992065429688,1.0978048602711914,4.874504089355469,2.009514332830234,7.47401218516985,-1.3324966430664062,22,1.0,1.0,1.0,6.0,11.0
2020-01-27 05:00:00+00:00,71.5770034790039,71.8290023803711,70.9749984741211,71.58650207519531,34132000,0.0,0.0,71.58650207519531,0.0,,-1.7220001220703125,1.2176379635199805,-2.5260009765625,1.1283724239295236,0.05699920654296875,1.1564622643974918,3.1525039672851562,1.9458014563507893,7.533161736960601,0.00949859619140625,25,0.0,0.0,2.0,5.0,10.0
2020-01-28 05:00:00+00:00,72.08699798583984,72.73999786376953,71.51799774169922,72.5250015258789,29724000,0.0,0.0,72.5250015258789,0.9384994506835938,0.663619325718219,0.9384994506835938,0.663619325718219,-1.6684951782226562,1.1317431559098825,0.56500244140625,1.0345233036496366,4.09100341796875,1.898629477402757,7.473107252633461,0.4380035400390625,26,0.0,1.0,3.0,5.0,10.0
2020-01-29 05:00:00+00:00,72.9229965209961,73.20700073242188,72.26950073242188,72.83499908447266,21566000,0.0,0.0,72.83499908447266,0.30999755859375,0.2192013758329147,1.2484970092773438,0.6500800575623941,-1.3994979858398438,0.9769672726254116,0.326995849609375,0.9453414660666424,4.4010009765625,1.8630976038482459,7.333769600873475,-0.0879974365234375,27,0.0,1.0,4.0,6.0,10.0
2020-01-30 05:00:00+00:00,71.90499877929688,72.76249694824219,71.75,72.7125015258789,27110000,0.0,0.0,72.7125015258789,-0.12249755859375,0.08661885436043706,1.1259994506835938,0.5666907704856273,-0.5960006713867188,0.6329392100681718,-1.2634963989257812,0.9274778948091879,4.27850341796875,1.8256304100508218,7.433129517580485,0.8075027465820312,28,1.0,2.0,4.0,6.0,10.0
2020-01-31 05:00:00+00:00,73.39299774169922,73.4834976196289,71.35299682617188,71.63899993896484,43822000,0.0,0.0,71.63899993896484,-1.0735015869140625,0.7590802517214535,-0.8860015869140625,0.5411468387733098,0.05249786376953125,0.6010089684488834,-2.4735031127929688,1.0286310512186485,3.2050018310546875,1.7798255844111472,7.64169219451959,-1.753997802734375,29,1.0,3.0,5.0,6.0,10.0
2020-02-03 05:00:00+00:00,73.0824966430664,74.31500244140625,72.83049774169922,74.12999725341797,71636000,0.0,0.0,74.12999725341797,0.0,,2.490997314453125,1.7614010929672819,1.6049957275390625,0.8939091708492078,0.01749420166015625,1.031766371247896,4.239494323730469,1.432546819021371,7.855131327785218,1.0475006103515625,32,2.0,3.0,3.0,4.0,9.0
2020-02-04 05:00:00+00:00,72.72450256347656,73.36699676513672,71.10150146484375,72.27050018310547,95880000,0.0,0.0,72.27050018310547,-1.8594970703125,1.314862988014487,-1.8594970703125,1.314862988014485,-0.5644989013671875,0.9181435996157716,-1.9229965209960938,1.0003629218916439,2.3799972534179688,1.396275266639798,7.981728025361616,-0.45400238037109375,33,1.0,2.0,2.0,3.0,9.0
2020-02-05 05:00:00+00:00,73.18049621582031,73.22899627685547,71.48400115966797,72.30249786376953,36376000,0.0,0.0,72.30249786376953,0.0319976806640625,0.022625776979800265,-1.8274993896484375,1.0644644369536285,-0.410003662109375,0.9318735130121291,-1.9319992065429688,0.9127088603038583,2.5469970703125,1.2847279790504469,7.5608149411970516,-0.8779983520507812,34,1.0,1.0,2.0,3.0,8.0
2020-02-06 05:00:00+00:00,72.5989990234375,74.0780029296875,72.52400207519531,73.79850006103516,37822000,0.0,0.0,73.79850006103516,1.496002197265625,1.0578332983564986,-0.3314971923828125,0.978144664444224,2.1595001220703125,1.0767714304199458,0.48999786376953125,0.8418092501025385,3.5465011596679688,1.1671466708779532,7.577744490294273,1.1995010375976562,35,1.0,1.0,2.0,3.0,8.0
2020-02-07 05:00:00+00:00,73.36949920654297,74.26249694824219,73.27050018310547,73.95549774169922,28360000,0.0,0.0,73.95549774169922,0.1569976806640625,0.1110141246281187,1.68499755859375,0.9206023251736211,-0.17449951171875,0.9248764116138609,2.3689956665039062,0.9145702894441742,2.9659957885742188,1.0727763384215008,7.452706226511029,0.58599853515625,36,0.0,0.0,1.0,3.0,7.0
2020-02-10 05:00:00+00:00,73.86150360107422,75.44400024414062,73.76000213623047,75.43299865722656,38302000,0.0,0.0,75.43299865722656,0.0,,1.4775009155273438,1.0447509165787146,3.1624984741210938,1.319585732841369,2.9079971313476562,1.140028308340677,3.4314956665039062,1.114900869554764,7.583221451939537,1.5714950561523438,39,1.0,1.0,1.0,5.0,8.0
2020-02-11 05:00:00+00:00,75.66349792480469,76.49400329589844,75.27249908447266,75.50299835205078,34852000,0.0,0.0,75.50299835205078,0.06999969482421875,0.049497258891193954,0.06999969482421875,0.04949725889114012,3.20050048828125,1.326610062762253,2.667999267578125,1.3289788424377726,3.501495361328125,1.2112996995339869,7.542227705362038,-0.16049957275390625,40,1.0,1.0,1.0,5.0,8.0
2020-02-12 05:00:00+00:00,75.79299926757812,76.01499938964844,75.43350219726562,75.93150329589844,31042000,0.0,0.0,75.93150329589844,0.42850494384765625,0.3029987515666385,0.498504638671875,0.26988371537717276,2.1330032348632812,0.9764896190001525,3.2190017700195312,1.5153742804061079,4.402000427246094,1.3208059818899596,7.4919496945765545,0.1385040283203125,41,0.0,0.0,1.0,4.0,7.0
2020-02-13 05:00:00+00:00,75.5,76.29750061035156,75.19999694824219,75.66950225830078,22914000,0.0,0.0,75.66950225830078,-0.26200103759765625,0.18526271036321432,0.23650360107421875,0.2216087706549809,1.7140045166015625,0.7749032808794148,4.0305023193359375,1.573984681430836,3.709503173828125,1.3435553868749917,7.360100908756961,0.16950225830078125,42,0.0,0.0,1.0,4.0,7.0
2020-02-14 05:00:00+00:00,75.72650146484375,76.00250244140625,75.27749633789062,75.9365005493164,23198000,0.0,0.0,75.9365005493164,0.266998291015625,0.18879630214236767,0.433502197265625,0.21197912561966153,0.5035018920898438,0.23474206451906618,1.8065032958984375,1.4174175318333713,3.428497314453125,1.3875134165304046,7.365450544097575,0.20999908447265625,43,0.0,0.0,2.0,4.0,8.0
2020-02-18 05:00:00+00:00,75.71700286865234,76.52799987792969,75.55049896240234,75.97200012207031,25642000,0.0,0.0,75.97200012207031,0.0,,0.0,,0.040496826171875,0.13975060340652098,3.6695022583007812,1.2923715160487652,1.8594970703125,1.4758448566184643,7.408951895850261,0.25499725341796875,47,1.0,3.0,4.0,5.0,9.0
2020-02-19 05:00:00+00:00,76.36000061035156,76.53700256347656,76.04900360107422,76.24349975585938,22746000,0.0,0.0,76.24349975585938,0.2714996337890625,0.1919792321419104,0.2714996337890625,0.1919792321419104,0.5739974975585938,0.23478482273225793,2.4449996948242188,0.8903639486559138,2.1309967041015625,1.5264938340922893,7.356905034810079,-0.1165008544921875,48,1.0,3.0,3.0,4.0,9.0
2020-02-20 05:00:00+00:00,75.95050048828125,76.35350036621094,75.21299743652344,75.84950256347656,25962000,0.0,0.0,75.84950256347656,-0.3939971923828125,0.27859808650234746,-0.12249755859375,0.20163973261511203,-0.08699798583984375,0.1700560869826602,1.8940048217773438,0.6692710375574414,1.656005859375,1.5782827097186563,7.414338145582368,-0.1009979248046875,49,2.0,3.0,3.0,5.0,9.0
2020-02-21 05:00:00+00:00,75.22899627685547,75.54750061035156,73.92449951171875,74.1729965209961,42520000,0.0,0.0,74.1729965209961,-1.6765060424804688,1.1854687913381616,-1.7990036010742188,0.9388832729784804,-1.7990036010742188,0.9388832729784704,-1.2600021362304688,0.60265468627399,-0.06150054931640625,1.5782261626871485,7.628593255851259,-1.055999755859375,50,2.0,2.0,2.0,4.0,8.0
2020-02-24 05:00:00+00:00,71.15249633789062,71.81900024414062,70.3395004272461,70.99299621582031,49560000,0.0,0.0,70.99299621582031,0.0,,-3.1800003051757812,2.248599779965087,-4.97900390625,2.198116748167668,-4.510002136230469,1.6665489139386467,-0.593505859375,1.7547312370697992,7.695131297704026,-0.1595001220703125,53,0.0,0.0,0.0,2.0,7.0
2020-02-25 05:00:00+00:00,71.55000305175781,71.84249877929688,69.02100372314453,69.31600189208984,51580000,0.0,0.0,69.31600189208984,-1.6769943237304688,1.1858140583211627,-1.6769943237304688,1.1858140583211663,-6.927497863769531,3.046295271932406,-6.615501403808594,2.543837288841605,-2.2705001831054688,1.9894373056351038,7.712481337801918,-2.2340011596679688,54,0.0,0.0,1.0,2.0,7.0
2020-02-26 05:00:00+00:00,69.7490005493164,70.68350219726562,68.82749938964844,69.52349853515625,49776000,0.0,0.0,69.52349853515625,0.20749664306640625,0.14672228338570048,-1.4694976806640625,0.9142199090103279,-6.3260040283203125,2.910641707109363,-6.146003723144531,2.943872017872302,-3.0015029907226562,2.1464173753551132,7.697019993764628,-0.22550201416015625,55,0.0,0.0,1.0,3.0,7.0
2020-02-27 05:00:00+00:00,67.95700073242188,68.47000122070312,65.71199798583984,65.74749755859375,62290000,0.0,0.0,65.74749755859375,-3.7760009765625,2.6700358962943693,-5.2454986572265625,2.2271515995461573,-8.425498962402344,3.048213526151391,-10.189002990722656,3.8500988464065093,-7.087501525878906,2.749354947971995,7.794418330874141,-2.209503173828125,56,0.0,0.0,2.0,3.0,7.0
2020-02-28 05:00:00+00:00,63.71549987792969,67.12249755859375,63.41049957275391,66.9625015258789,80198000,0.0,0.0,66.9625015258789,1.2150039672851562,0.8591375444358921,-2.3535003662109375,1.8395960993713263,-4.030494689941406,2.1135425558736594,-9.009498596191406,4.046512513066576,-5.75,3.080906140992869,7.904163537862789,3.2470016479492188,57,0.0,1.0,2.0,3.0,7.0
2020-03-02 05:00:00+00:00,67.56950378417969,69.37349700927734,66.26000213623047,69.31600189208984,55430000,0.0,0.0,69.31600189208984,0.0,,2.3535003662109375,1.6641760684727844,0.0,1.7164732406111907,-6.655998229980469,3.885364407668619,-4.813995361328125,3.2564344242564203,7.743744878592461,1.7464981079101562,60,1.0,2.0,2.0,4.0,7.0
2020-03-03 05:00:00+00:00,69.88400268554688,70.40950012207031,66.46199798583984,66.88600158691406,56602000,0.0,0.0,66.88600158691406,-2.4300003051757812,1.718269694075175,-2.4300003051757812,1.718269694075182,-2.6374969482421875,1.6548821862019485,-9.357498168945312,3.7602795759394376,-7.243995666503906,3.438891930725866,7.752831777011912,-2.9980010986328125,61,1.0,1.0,1.0,4.0,6.0
2020-03-04 05:00:00+00:00,67.947998046875,69.13899993896484,66.8499984741211,69.08000183105469,47598000,0.0,0.0,69.08000183105469,2.194000244140625,1.5513924505567767,-0.23600006103515625,1.3400394635514905,3.3325042724609375,1.5397255000041294,-6.769500732421875,3.1827555854920897,-3.1904983520507812,3.5070367433274114,7.677588704669821,1.1320037841796875,62,1.0,1.0,2.0,4.0,6.0
2020-03-05 05:00:00+00:00,67.27749633789062,67.68150329589844,65.08200073242188,65.73799896240234,54380000,0.0,0.0,65.73799896240234,-3.3420028686523438,2.363152891168967,-3.5780029296875,1.7335712837009525,-1.2245025634765625,1.542583272190963,-8.43499755859375,2.5935626922136317,-6.5644989013671875,3.798733991002152,7.735439203251481,-1.5394973754882812,63,0.0,0.0,1.0,3.0,5.0
2020-03-06 05:00:00+00:00,63.497501373291016,65.13749694824219,62.86050033569336,64.78700256347656,64640000,0.0,0.0,64.78700256347656,-0.9509963989257812,0.6724560025644071,-2.0989990234375,1.849336908954199,-4.528999328613281,2.0039348970118502,-6.20599365234375,2.0674178712344444,-9.011497497558594,4.120205427374915,7.81050134776653,1.2895011901855469,64,0.0,0.0,1.0,4.0,5.0
2020-03-09 04:00:00+00:00,60.24800109863281,62.63650131225586,59.902000427246094,60.78950119018555,69252000,0.0,0.0,60.78950119018555,0.0,,-4.948497772216797,2.6258979918581518,-8.526500701904297,3.15902770402262,-10.203495025634766,2.891257942982459,-14.643497467041016,4.807443018630219,7.840432320356287,0.5415000915527344,66,1.0,1.0,2.0,4.0,5.0
2020-03-10 04:00:00+00:00,62.71950149536133,63.79249954223633,60.72549819946289,63.75849914550781,54872000,0.0,0.0,63.75849914550781,2.9689979553222656,2.0993985875373684,-1.02850341796875,2.0757643318765284,-3.12750244140625,2.824292120433924,-5.557502746582031,2.7606630597540507,-11.67449951171875,4.944480936736346,7.73935078985043,1.0389976501464844,67,1.0,1.0,3.0,5.0,6.0
2020-03-11 04:00:00+00:00,62.41350173950195,62.84650039672852,59.55699920654297,60.54499816894531,54732000,0.0,0.0,60.54499816894531,-3.2135009765625,2.2722883318769367,-0.24450302124023438,1.7889158314684923,-8.535003662109375,3.214588429491024,-8.978500366210938,3.120836124636052,-14.88800048828125,5.284252566333293,7.738241318288563,-1.8685035705566406,68,0.0,1.0,2.0,4.0,5.0
2020-03-12 04:00:00+00:00,56.13100051879883,59.4375,55.42350006103516,55.57749938964844,94326000,0.0,0.0,55.57749938964844,-4.967498779296875,3.5125520723767174,-5.212001800537109,3.3908096748043435,-10.160499572753906,3.7297538890988435,-10.169998168945312,4.106826930026336,-19.925498962402344,5.993881816577505,7.974631418083792,-0.5535011291503906,69,0.0,1.0,2.0,4.0,6.0
2020-03-13 04:00:00+00:00,58.7495002746582,60.720001220703125,55.61449813842773,60.7135009765625,79400000,0.0,0.0,60.7135009765625,5.1360015869140625,3.631701550291803,-3.0449981689453125,3.3863735396425474,-4.0735015869140625,3.2150509589951684,-6.249000549316406,4.229087864539286,-15.218002319335938,6.092001709749974,7.899820502427096,1.9640007019042969,70,1.0,2.0,3.0,4.0,6.0
2020-03-16 04:00:00+00:00,54.480499267578125,57.27349853515625,53.354000091552734,53.650001525878906,96520000,0.0,0.0,53.650001525878906,0.0,,-7.063499450683594,4.994648360485828,-10.108497619628906,4.1288090555175865,-15.666000366210938,5.113299340878592,-22.321998596191406,6.403724972238932,7.984617313236749,-0.8304977416992188,73,1.0,2.0,2.0,3.0,7.0
2020-03-17 04:00:00+00:00,54.53200149536133,56.29999923706055,52.45500183105469,55.90299987792969,83194000,0.0,0.0,55.90299987792969,2.2529983520507812,1.593110412737224,2.2529983520507812,1.5931104127372395,-4.641998291015625,3.178861603843214,-10.983001708984375,5.003132095253737,-20.069000244140625,6.677738447288722,7.920092005847769,1.3709983825683594,74,0.0,1.0,2.0,2.0,6.0
2020-03-18 04:00:00+00:00,52.99700164794922,55.2495002746582,51.84999847412109,54.55950164794922,93044000,0.0,0.0,54.55950164794922,-1.3434982299804688,0.9499967089313133,0.9095001220703125,1.133444568586561,-1.0179977416992188,2.737241886208432,-14.520500183105469,5.0768265345059485,-21.412498474121094,6.978167629176285,7.96868837262093,1.5625,75,1.0,1.0,2.0,2.0,6.0
2020-03-19 04:00:00+00:00,54.4109992980957,57.63050079345703,52.77750015258789,55.58349990844727,74064000,0.0,0.0,55.58349990844727,1.023998260498054,0.7240761139214053,1.9334983825683665,1.024583175562429,-5.130001068115227,2.736967411287008,-10.154499053955071,4.367605197895399,-20.38850021362304,7.138524757382786,7.869607163438736,1.1725006103515696,76,1.0,1.0,2.0,2.0,6.0
2020-03-20 04:00:00+00:00,56.54499816894531,56.92399978637695,53.10499954223633,53.41049957275391,82878000,0.0,0.0,53.41049957275391,-2.1730003356933594,1.5365432728894146,-2.492500305175774,1.1258453920273659,-0.2395019531249929,1.1160041081539613,-11.37650299072265,4.106399790787711,-22.83300018310546,7.154048218851096,7.918439262195511,-3.134498596191399,77,0.0,1.0,1.0,1.0,5.0
2020-03-23 04:00:00+00:00,52.81850051879883,53.34550094604492,50.44350051879883,52.70650100708008,83672000,0.0,0.0,52.70650100708008,0.0,,-0.7039985656738352,0.49780215973356884,-3.1964988708496094,1.3717559408717532,-11.051998138427734,3.7189360207620794,-18.286495208740234,6.290829527572556,7.922580149989451,-0.11199951171875,80,1.0,1.0,1.0,1.0,7.0
2020-03-24 04:00:00+00:00,55.19900131225586,56.666500091552734,54.32149887084961,56.5004997253418,72468000,0.0,0.0,56.5004997253418,3.7939987182617188,2.682762221495931,3.7939987182617188,2.682762221495932,1.9409980773925781,1.5467376331657847,-4.044498443603516,2.7601092891711487,-14.492496490478516,6.257037150077156,7.860146275655942,1.3014984130859375,81,0.0,0.0,0.0,0.0,6.0
2020-03-25 04:00:00+00:00,56.229000091552734,57.30849838256836,54.1505012512207,55.08100128173828,90324000,0.0,0.0,55.08100128173828,-1.4194984436035156,1.0037369753557959,2.374500274658203,1.9169269530473452,-0.5024986267089915,1.5648385094719095,-0.49649810791015625,2.2320003430092763,-15.911994934082031,6.276885571324204,7.955803162081898,-1.1479988098144531,82,0.0,0.0,0.0,0.0,9.0
2020-03-26 04:00:00+00:00,55.73600006103516,58.57400131225586,54.60150146484375,58.14599990844727,76562000,0.0,0.0,58.14599990844727,3.0649986267089915,2.167281313273386,5.439498901367195,2.304663558096557,4.735500335693359,2.2248252032997984,-2.5675010681152273,2.4001684179739393,-11.170001983642571,5.968389135953337,7.884013269826504,2.4099998474121094,83,0.0,0.0,0.0,1.0,9.0
2020-03-27 04:00:00+00:00,56.37350082397461,57.5525016784668,55.20000076293945,55.51300048828125,62794000,0.0,0.0,55.51300048828125,-2.6329994201660227,1.861811744859646,-0.9874992370605469,1.3604940055596406,2.806499481201172,1.996354086008419,1.8629989624023438,1.6078496036421812,-14.010498046875,5.791380489209271,7.797918148651549,-0.8605003356933594,84,0.0,0.0,0.0,1.0,9.0
2020-03-30 04:00:00+00:00,56.63199996948242,57.54999923706055,54.92449951171875,57.31549835205078,58736000,0.0,0.0,57.31549835205078,0.0,,1.8024978637695312,1.2745584625457071,0.8149986267089844,1.2610959236476185,1.4124984741210938,1.6562926930593995,-12.000503540039062,5.3278772397579095,7.768904367159911,0.6834983825683594,87,0.0,0.0,0.0,2.0,10.0
2020-03-31 04:00:00+00:00,57.436500549316406,58.66999816894531,56.83599853515625,58.09749984741211,65228000,0.0,0.0,58.09749984741211,0.7820014953613281,0.5529585602680156,0.7820014953613281,0.552958560268029,3.016498565673828,1.4463404425102515,3.5379981994628906,1.8534080629792842,-11.218502044677734,5.205923214074331,7.814434062528622,0.6609992980957031,88,0.0,0.0,0.0,3.0,10.0
2020-04-01 04:00:00+00:00,56.20000076293945,56.47100067138672,54.67449951171875,55.10499954223633,51970000,0.0,0.0,55.10499954223633,-2.9925003051757812,2.116017258492608,-2.210498809814453,1.552035727864947,-3.0410003662109446,1.4391046509309653,-0.4785003662109446,1.8241912123667015,-14.211002349853516,5.159392207750134,7.71575271682286,-1.095001220703125,89,0.0,0.0,0.0,4.0,10.0
2020-04-02 04:00:00+00:00,55.0,56.13850021362305,54.65650177001953,55.85150146484375,56410000,0.0,0.0,55.85150146484375,0.7465019226074219,0.5278565716445033,-1.4639968872070312,1.3600842542566929,0.3385009765625,1.2729421297426973,2.4410018920898366,1.823508755404438,-11.034500122070312,4.687021051451467,7.751356099725394,0.85150146484375,90,0.0,0.0,1.0,4.0,11.0
2020-04-03 04:00:00+00:00,55.73550033569336,55.93949890136719,53.75400161743164,54.6349983215332,51374000,0.0,0.0,54.6349983215332,-1.2165031433105469,0.8601976219696381,-3.4625015258789062,1.5342351458542813,-2.680500030517578,1.4675273152414228,1.928497314453125,1.682956785276765,-14.445003509521484,4.375407339248553,7.71074338138128,-1.1005020141601562,91,0.0,0.0,1.0,4.0,12.0
2020-04-06 04:00:00+00:00,56.650001525878906,59.53749847412109,56.25,59.15950012207031,63320000,0.0,0.0,59.15950012207031,0.0,,4.524501800537109,3.199305904650536,1.0620002746582031,1.965035890102562,2.6590003967285156,1.5569011782796913,-1.6300010681152344,2.8559704907254724,7.8015409061903185,2.5094985961914062,94,0.0,1.0,2.0,5.0,13.0
2020-04-07 04:00:00+00:00,60.85049819946289,61.03900146484375,58.86249923706055,59.12799835205078,61620000,0.0,0.0,59.12799835205078,-0.03150177001953125,0.022275115200189627,-0.03150177001953125,0.02227511520050861,4.022998809814453,2.20475606006821,4.0469970703125,1.758121078940181,-1.6615028381347656,2.8313439143676784,7.789721693980922,-1.7224998474121094,95,1.0,2.0,3.0,6.0,14.0
2020-04-08 04:00:00+00:00,60.15499877929688,60.744998931884766,59.1974983215332,60.34999847412109,40334000,0.0,0.0,60.34999847412109,1.2220001220703054,0.8640845729266993,1.1904983520507741,0.6966064151884066,4.498497009277337,2.445665530645191,2.203998565673814,1.9623253736192732,-3.408500671386726,2.803988219295327,7.605671293958651,0.19499969482420454,96,1.0,2.0,4.0,6.0,15.0
2020-04-09 04:00:00+00:00,60.90900039672852,61.0994987487793,59.62099838256836,60.32849884033203,54028000,0.0,0.0,60.32849884033203,-0.021499633789055395,0.015202536844846303,1.1689987182617188,0.6903975090484702,5.693500518798828,2.360668606189202,4.815498352050781,2.173191786591949,-0.21649932861328125,2.479738330226124,7.732618891191977,-0.5805015563964915,97,1.0,1.0,3.0,5.0,14.0
2020-04-13 04:00:00+00:00,60.07500076293945,60.72600173950195,59.11650085449219,60.52050018310547,38702000,0.0,0.0,60.52050018310547,0.0,,0.0,,1.3925018310546875,0.6416089575463285,2.4230003356933594,2.3476164959091697,6.8704986572265625,2.420127254029157,7.58773340859825,0.4454994201660156,101,2.0,2.0,3.0,7.0,14.0
